EventLookup,EventName,EventDate,ZoneName,Value,AccountNumber,Order_ID
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,23383,9959
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,23383,9959
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,50872,2218
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,55173,4957
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,55173,4957
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,28162,3580
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,50341,7675
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,50341,7675
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,24113,9345
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,48036,1682
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,48036,1682
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,48036,1682
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,67555,7411
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,67555,7411
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,94239,6520
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,90811,2250
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,74904,9845
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,74904,9845
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,74904,9845
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,74904,9845
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,99365,7637
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,99365,7637
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,99365,7637
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,99365,7637
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,99365,7637
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,98119,6096
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,98119,6096
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,87040,6421
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,87040,6421
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,98119,6096
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,98119,6096
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,25,87040,6421
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45933,2344
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,67206,7506
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,67206,7506
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,87741,7956
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,87741,7956
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45933,2344
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,87741,7956
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,87741,7956
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,91494,8135
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,91494,8135
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,91494,8135
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,91494,8135
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,74640,4613
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,74640,4613
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,49896,4738
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,49896,4738
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,49896,4738
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Vouchers,33,49896,4738
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Suites,250,18884,8300
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,27,29100,3847
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,19.25,69598,1450
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,36010,8231
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,92093,9932
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,27,41994,8932
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15,21433,3947
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,55495,2126
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,19.75,25212,4475
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,27,89744,2684
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,92093,2012
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,27,93642,7479
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,38673,1434
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,19270,9263
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,25,51865,3409
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15,21433,7017
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15,21433,7017
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,67741,6288
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,55495,1677
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,55495,1677
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,38673,1434
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,19.75,98749,5222
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,95614,6699
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,92618,8411
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,13374,6554
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,26708,7462
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,96537,1044
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,45996,2211
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,20,66002,8603
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,19,60257,9931
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,55699,9884
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,99106,4100
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,12.5,41315,9258
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,12.5,30379,8586
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,67656,9792
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,12.5,29785,8277
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,20,77429,8580
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,86789,5892
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,14.5,94782,1237
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,33637,3665
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,50903,6820
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,11181,4887
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,15.5,41863,6317
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,20,44564,6341
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,30,53997,8020
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,21,17190,5306
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,24.75,56847,9955
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,59526,8467
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,22,45963,8377
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,21.5,24715,8461
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,27.75,52517,6906
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,10,54913,5671
DYN170705,"Houston Dynamo vs. Montreal Impact - Wed., July 5, 2017",2017-07-05T19:30:00Z,Admissions,21.75,40125,2116
